"Prompt_ID","Test_Type","Description","Tool_Call"
"364","Edge Case & Boundary Testing","Precondition: Ensure the ArcFace model is loaded. Input: POST /api/login/ with a face image of 50x50 pixels. Expected: 400 status code with message 'No face detected in image (ArcFace)'. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_18"",""type"":""function"",""function"":{""name"":""submit_login_request"",""arguments"":""{\""image\"": \""<base64-encoded 50x50 image>\""}""}}]}"
"365","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/register with an empty name field. Expected: 400 status code with message 'Missing name'. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_19"",""type"":""function"",""function"":{""name"":""register_driver"",""arguments"":""{\""name\"": \""\"", \""image_base64\"": \""<valid_base64>\""}""}}]}"
"366","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/register with a base64 string that is too long. Expected: 400 status code with message 'Invalid image_base64'. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_20"",""type"":""function"",""function"":{""name"":""register_driver"",""arguments"":""{\""name\"": \""Test Driver\"", \""image_base64\"": \""<too_long_base64>\""}""}}]}"
"367","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/verify-dl with a DL image that is too small. Expected: 400 status code with message 'Could not read DL number from licence'. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_21"",""type"":""function"",""function"":{""name"":""verify_driving_license"",""arguments"":""{\""pending_id\"": \""<valid_pending_id>\"", \""image\"": \""<too_small_dl_image>\""}""}}]}"
"368","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/register with an age value that is negative. Expected: 400 status code with message 'Invalid age'. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_22"",""type"":""function"",""function"":{""name"":""register_driver"",""arguments"":""{\""name\"": \""Test Driver\"", \""age\"": -1, \""image_base64\"": \""<valid_base64>\""}""}}]}"
"369","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/ with a face image that has multiple faces. Expected: 400 status code with message 'No face detected in image (MediaPipe)'. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_23"",""type"":""function"",""function"":{""name"":""submit_login_request"",""arguments"":""{\""image\"": \""<multiple_faces_image>\""}""}}]}"
"370","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/register with a name that is extremely long. Expected: 200 status code with pending_id returned. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_24"",""type"":""function"",""function"":{""name"":""register_driver"",""arguments"":""{\""name\"": \""<extremely_long_name>\"", \""image_base64\"": \""<valid_base64>\""}""}}]}"
"371","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/verify-dl with a DL image that is upside down. Expected: 400 status code with message 'Could not read DL number from licence'. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_25"",""type"":""function"",""function"":{""name"":""verify_driving_license"",""arguments"":""{\""pending_id\"": \""<valid_pending_id>\"", \""image\"": \""<upside_down_dl_image>\""}""}}]}"
"372","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/register with a base64 string that is empty. Expected: 400 status code with message 'Missing image_base64'. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_26"",""type"":""function"",""function"":{""name"":""register_driver"",""arguments"":""{\""name\"": \""Test Driver\"", \""image_base64\"": \""\""}""}}]}"
"373","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/ with a face image that is grayscale. Expected: 401 status code if face not recognized. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_27"",""type"":""function"",""function"":{""name"":""submit_login_request"",""arguments"":""{\""image\"": \""<grayscale_image>\""}""}}]}"
"374","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/register with a name that contains non-Latin characters. Expected: 200 status code with pending_id returned. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_28"",""type"":""function"",""function"":{""name"":""register_driver"",""arguments"":""{\""name\"": \""\u6d4b\u8bd5\u9a7e\u9a76\u5458\"", \""image_base64\"": \""<valid_base64>\""}""}}]}"
"375","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/verify-dl with a DL image that is extremely large. Expected: 400 status code with message 'Could not read DL number from licence'. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_29"",""type"":""function"",""function"":{""name"":""verify_driving_license"",""arguments"":""{\""pending_id\"": \""<valid_pending_id>\"", \""image\"": \""<extremely_large_dl_image>\""}""}}]}"
"376","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/register with an age value that is zero. Expected: 400 status code with message 'Invalid age'. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_30"",""type"":""function"",""function"":{""name"":""register_driver"",""arguments"":""{\""name\"": \""Test Driver\"", \""age\"": 0, \""image_base64\"": \""<valid_base64>\""}""}}]}"
"377","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/ with a face image that is blurred. Expected: 401 status code if face not recognized. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_31"",""type"":""function"",""function"":{""name"":""submit_login_request"",""arguments"":""{\""image\"": \""<blurred_image>\""}""}}]}"
"378","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/register with a name that is a single character. Expected: 200 status code with pending_id returned. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_32"",""type"":""function"",""function"":{""name"":""register_driver"",""arguments"":""{\""name\"": \""A\"", \""image_base64\"": \""<valid_base64>\""}""}}]}"
"379","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/verify-dl with a DL image that is in black and white. Expected: 400 status code with message 'Could not read DL number from licence'. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_33"",""type"":""function"",""function"":{""name"":""verify_driving_license"",""arguments"":""{\""pending_id\"": \""<valid_pending_id>\"", \""image\"": \""<black_and_white_dl_image>\""}""}}]}"
"380","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/register with an age value that is a string. Expected: 400 status code with message 'Invalid age'. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_34"",""type"":""function"",""function"":{""name"":""register_driver"",""arguments"":""{\""name\"": \""Test Driver\"", \""age\"": \""twenty\"", \""image_base64\"": \""<valid_base64>\""}""}}]}"
"381","Edge Case & Boundary Testing","Precondition: Ensure the system is running with default settings. Input: POST /api/login/ with a face image that is heavily pixelated. Expected: 401 status code if face not recognized. Pass if the response matches the expectation; fail otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_35"",""type"":""function"",""function"":{""name"":""submit_login_request"",""arguments"":""{\""image\"": \""<pixelated_image>\""}""}}]}"
